unix,iso_utc,gpu,util_gpu_pct,util_mem_pct,memory_used_mib,memory_total_mib,power_w,temperature_c,disk_free_gib,checkpoint_gib,rollout_gib,search_server_ok
1783749059.5978518,2026-07-11T05:50:59.597852+00:00,3,0,0,10959,81920,67.42,29,40.61296844482422,0.0,5.4506585001945496e-05,1
1783749064.654821,2026-07-11T05:51:04.654821+00:00,0,97,94,12561,81920,367.80,39,40.61296844482422,0.0,5.497969686985016e-05,1
1783749064.654821,2026-07-11T05:51:04.654821+00:00,1,98,95,12669,81920,379.84,44,40.61296844482422,0.0,5.497969686985016e-05,1
1783749064.654821,2026-07-11T05:51:04.654821+00:00,2,98,96,12669,81920,318.55,40,40.61296844482422,0.0,5.497969686985016e-05,1
1783749064.654821,2026-07-11T05:51:04.654821+00:00,3,98,99,12573,81920,316.17,41,40.61296844482422,0.0,5.497969686985016e-05,1
1783749069.722466,2026-07-11T05:51:09.722466+00:00,0,12,3,43987,81920,70.98,31,40.61296463012695,0.0,5.5456534028053284e-05,1
1783749069.722466,2026-07-11T05:51:09.722466+00:00,1,0,0,44061,81920,157.97,33,40.61296463012695,0.0,5.5456534028053284e-05,1
1783749069.722466,2026-07-11T05:51:09.722466+00:00,2,1,0,44061,81920,95.44,31,40.61296463012695,0.0,5.5456534028053284e-05,1
1783749069.722466,2026-07-11T05:51:09.722466+00:00,3,12,3,43999,81920,69.24,32,40.61296463012695,0.0,5.5456534028053284e-05,1
1783749074.7885418,2026-07-11T05:51:14.788542+00:00,0,1,0,44285,81920,71.26,30,40.61293029785156,0.0,5.592871457338333e-05,1
1783749074.7885418,2026-07-11T05:51:14.788542+00:00,1,0,0,44413,81920,69.50,31,40.61293029785156,0.0,5.592871457338333e-05,1
1783749074.7885418,2026-07-11T05:51:14.788542+00:00,2,0,0,44471,81920,73.06,30,40.61293029785156,0.0,5.592871457338333e-05,1
1783749074.7885418,2026-07-11T05:51:14.788542+00:00,3,12,3,44297,81920,72.01,31,40.61293029785156,0.0,5.592871457338333e-05,1
1783749079.853871,2026-07-11T05:51:19.853871+00:00,0,0,0,44567,81920,70.37,29,40.61293029785156,0.0,5.639903247356415e-05,1
1783749079.853871,2026-07-11T05:51:19.853871+00:00,1,0,0,44779,81920,69.17,30,40.61293029785156,0.0,5.639903247356415e-05,1
1783749079.853871,2026-07-11T05:51:19.853871+00:00,2,8,3,44869,81920,107.74,30,40.61293029785156,0.0,5.639903247356415e-05,1
1783749079.853871,2026-07-11T05:51:19.853871+00:00,3,0,0,44571,81920,68.03,30,40.61293029785156,0.0,5.639903247356415e-05,1
1783749084.923368,2026-07-11T05:51:24.923368+00:00,0,0,0,44893,81920,70.37,29,40.6129264831543,0.0,5.68656250834465e-05,1
1783749084.923368,2026-07-11T05:51:24.923368+00:00,1,7,3,45147,81920,69.17,30,40.6129264831543,0.0,5.68656250834465e-05,1
1783749084.923368,2026-07-11T05:51:24.923368+00:00,2,5,3,45283,81920,86.57,29,40.6129264831543,0.0,5.68656250834465e-05,1
1783749084.923368,2026-07-11T05:51:24.923368+00:00,3,0,0,44905,81920,68.03,30,40.6129264831543,0.0,5.68656250834465e-05,1
1783749089.9929981,2026-07-11T05:51:29.992998+00:00,0,7,3,45213,81920,70.04,29,40.6129264831543,0.0,5.732383579015732e-05,1
1783749089.9929981,2026-07-11T05:51:29.992998+00:00,1,0,0,45553,81920,68.90,30,40.6129264831543,0.0,5.732383579015732e-05,1
1783749089.9929981,2026-07-11T05:51:29.992998+00:00,2,4,2,45745,81920,70.30,29,40.6129264831543,0.0,5.732383579015732e-05,1
1783749089.9929981,2026-07-11T05:51:29.992998+00:00,3,7,3,45225,81920,68.03,30,40.6129264831543,0.0,5.732383579015732e-05,1
1783749095.0626314,2026-07-11T05:51:35.062631+00:00,0,4,2,45583,81920,78.05,29,40.61292266845703,0.0,5.833059549331665e-05,1
1783749095.0626314,2026-07-11T05:51:35.062631+00:00,1,0,0,45937,81920,68.90,29,40.61292266845703,0.0,5.833059549331665e-05,1
1783749095.0626314,2026-07-11T05:51:35.062631+00:00,2,0,0,45937,81920,70.30,29,40.61292266845703,0.0,5.833059549331665e-05,1
1783749095.0626314,2026-07-11T05:51:35.062631+00:00,3,0,0,45595,81920,68.03,30,40.61292266845703,0.0,5.833059549331665e-05,1
1783749100.1303704,2026-07-11T05:51:40.130370+00:00,0,15,0,44111,81920,82.01,29,40.612579345703125,0.0,5.911104381084442e-05,1
1783749100.1303704,2026-07-11T05:51:40.130370+00:00,1,15,0,44053,81920,80.89,30,40.612579345703125,0.0,5.911104381084442e-05,1
1783749100.1303704,2026-07-11T05:51:40.130370+00:00,2,13,0,43975,81920,70.90,29,40.612579345703125,0.0,5.911104381084442e-05,1
1783749100.1303704,2026-07-11T05:51:40.130370+00:00,3,13,0,44125,81920,68.64,29,40.612579345703125,0.0,5.911104381084442e-05,1
1783749105.1952322,2026-07-11T05:51:45.195232+00:00,0,96,1,16795,81920,142.00,31,40.6124267578125,0.0,6.0024671256542206e-05,1
1783749105.1952322,2026-07-11T05:51:45.195232+00:00,1,97,7,16891,81920,129.05,32,40.6124267578125,0.0,6.0024671256542206e-05,1
1783749105.1952322,2026-07-11T05:51:45.195232+00:00,2,98,10,16891,81920,145.49,30,40.6124267578125,0.0,6.0024671256542206e-05,1
1783749105.1952322,2026-07-11T05:51:45.195232+00:00,3,97,7,16795,81920,140.74,32,40.6124267578125,0.0,6.0024671256542206e-05,1
1783749110.2547605,2026-07-11T05:51:50.254761+00:00,0,69,40,46105,81920,195.77,35,40.61237335205078,0.0,6.819423288106918e-05,1
1783749110.2547605,2026-07-11T05:51:50.254761+00:00,1,77,45,46115,81920,219.33,38,40.61237335205078,0.0,6.819423288106918e-05,1
1783749110.2547605,2026-07-11T05:51:50.254761+00:00,2,80,48,46143,81920,210.86,37,40.61237335205078,0.0,6.819423288106918e-05,1
1783749110.2547605,2026-07-11T05:51:50.254761+00:00,3,79,47,46091,81920,203.03,37,40.61237335205078,0.0,6.819423288106918e-05,1
1783749115.3302102,2026-07-11T05:51:55.330210+00:00,0,88,57,46191,81920,242.69,38,40.61235809326172,0.0,6.867479532957077e-05,1
1783749115.3302102,2026-07-11T05:51:55.330210+00:00,1,88,59,46199,81920,261.31,41,40.61235809326172,0.0,6.867479532957077e-05,1
1783749115.3302102,2026-07-11T05:51:55.330210+00:00,2,87,58,46227,81920,245.16,39,40.61235809326172,0.0,6.867479532957077e-05,1
1783749115.3302102,2026-07-11T05:51:55.330210+00:00,3,88,58,46201,81920,431.56,42,40.61235809326172,0.0,6.867479532957077e-05,1
1783749120.394701,2026-07-11T05:52:00.394701+00:00,0,88,50,46781,81920,256.16,41,40.61233139038086,0.0,6.915535777807236e-05,1
1783749120.394701,2026-07-11T05:52:00.394701+00:00,1,87,50,46647,81920,383.18,46,40.61233139038086,0.0,6.915535777807236e-05,1
1783749120.394701,2026-07-11T05:52:00.394701+00:00,2,87,55,46865,81920,257.70,42,40.61233139038086,0.0,6.915535777807236e-05,1
1783749120.394701,2026-07-11T05:52:00.394701+00:00,3,87,58,46387,81920,270.23,43,40.61233139038086,0.0,6.915535777807236e-05,1
1783749125.4473195,2026-07-11T05:52:05.447320+00:00,0,89,57,46781,81920,263.19,45,40.61233139038086,0.0,6.963219493627548e-05,1
1783749125.4473195,2026-07-11T05:52:05.447320+00:00,1,91,43,46647,81920,278.81,47,40.61233139038086,0.0,6.963219493627548e-05,1
1783749125.4473195,2026-07-11T05:52:05.447320+00:00,2,90,57,46865,81920,375.98,47,40.61233139038086,0.0,6.963219493627548e-05,1
1783749125.4473195,2026-07-11T05:52:05.447320+00:00,3,90,51,46387,81920,268.63,45,40.61233139038086,0.0,6.963219493627548e-05,1
1783749130.5124686,2026-07-11T05:52:10.512469+00:00,0,89,63,46781,81920,276.98,43,40.612327575683594,0.0,7.011275738477707e-05,1
1783749130.5124686,2026-07-11T05:52:10.512469+00:00,1,90,63,46647,81920,272.98,48,40.612327575683594,0.0,7.011275738477707e-05,1
1783749130.5124686,2026-07-11T05:52:10.512469+00:00,2,90,65,46865,81920,283.40,46,40.612327575683594,0.0,7.011275738477707e-05,1
1783749130.5124686,2026-07-11T05:52:10.512469+00:00,3,89,62,46387,81920,271.77,46,40.612327575683594,0.0,7.011275738477707e-05,1
1783749135.5766683,2026-07-11T05:52:15.576668+00:00,0,89,60,46781,81920,415.10,48,40.61228561401367,0.0,7.059704512357712e-05,1
1783749135.5766683,2026-07-11T05:52:15.576668+00:00,1,92,34,46647,81920,278.20,48,40.61228561401367,0.0,7.059704512357712e-05,1
1783749135.5766683,2026-07-11T05:52:15.576668+00:00,2,90,65,46865,81920,292.57,45,40.61228561401367,0.0,7.059704512357712e-05,1
1783749135.5766683,2026-07-11T05:52:15.576668+00:00,3,89,56,46387,81920,235.29,50,40.61228561401367,0.0,7.059704512357712e-05,1
1783749140.6500072,2026-07-11T05:52:20.650007+00:00,0,90,63,46781,81920,285.56,45,40.612281799316406,0.0,7.10776075720787e-05,1
1783749140.6500072,2026-07-11T05:52:20.650007+00:00,1,91,67,46647,81920,292.30,49,40.612281799316406,0.0,7.10776075720787e-05,1
1783749140.6500072,2026-07-11T05:52:20.650007+00:00,2,88,62,46865,81920,257.76,43,40.612281799316406,0.0,7.10776075720787e-05,1
1783749140.6500072,2026-07-11T05:52:20.650007+00:00,3,89,64,46387,81920,288.61,48,40.612281799316406,0.0,7.10776075720787e-05,1
1783749145.7208993,2026-07-11T05:52:25.720899+00:00,0,94,28,46781,81920,283.70,47,40.612281799316406,0.0,7.155817002058029e-05,1
1783749145.7208993,2026-07-11T05:52:25.720899+00:00,1,92,53,46647,81920,284.92,50,40.612281799316406,0.0,7.155817002058029e-05,1
1783749145.7208993,2026-07-11T05:52:25.720899+00:00,2,90,58,46865,81920,257.10,44,40.612281799316406,0.0,7.155817002058029e-05,1
1783749145.7208993,2026-07-11T05:52:25.720899+00:00,3,90,50,46387,81920,280.31,49,40.612281799316406,0.0,7.155817002058029e-05,1
1783749150.785843,2026-07-11T05:52:30.785843+00:00,0,90,63,46781,81920,269.95,45,40.61227035522461,0.0,7.204245775938034e-05,0
1783749150.785843,2026-07-11T05:52:30.785843+00:00,1,91,46,46647,81920,283.38,51,40.61227035522461,0.0,7.204245775938034e-05,0
1783749150.785843,2026-07-11T05:52:30.785843+00:00,2,90,66,46865,81920,289.83,47,40.61227035522461,0.0,7.204245775938034e-05,0
1783749150.785843,2026-07-11T05:52:30.785843+00:00,3,90,67,46387,81920,290.15,49,40.61227035522461,0.0,7.204245775938034e-05,0
1783749158.857573,2026-07-11T05:52:38.857573+00:00,0,90,65,46781,81920,288.29,48,40.612056732177734,0.0,7.251929491758347e-05,1
1783749158.857573,2026-07-11T05:52:38.857573+00:00,1,83,24,46647,81920,98.00,47,40.612056732177734,0.0,7.251929491758347e-05,1
1783749158.857573,2026-07-11T05:52:38.857573+00:00,2,95,31,46865,81920,398.67,51,40.612056732177734,0.0,7.251929491758347e-05,1
1783749158.857573,2026-07-11T05:52:38.857573+00:00,3,91,69,46387,81920,412.08,54,40.612056732177734,0.0,7.251929491758347e-05,1
1783749163.9387367,2026-07-11T05:52:43.938737+00:00,0,92,72,46781,81920,298.40,48,40.61198425292969,0.0,7.299892604351044e-05,1
1783749163.9387367,2026-07-11T05:52:43.938737+00:00,1,92,71,46647,81920,281.84,51,40.61198425292969,0.0,7.299892604351044e-05,1
1783749163.9387367,2026-07-11T05:52:43.938737+00:00,2,91,69,46865,81920,306.63,48,40.61198425292969,0.0,7.299892604351044e-05,1
1783749163.9387367,2026-07-11T05:52:43.938737+00:00,3,91,69,46387,81920,299.01,51,40.61198425292969,0.0,7.299892604351044e-05,1
1783749169.0062356,2026-07-11T05:52:49.006236+00:00,0,95,46,46781,81920,300.53,49,40.61198043823242,0.0,7.347948849201202e-05,1
1783749169.0062356,2026-07-11T05:52:49.006236+00:00,1,92,69,46647,81920,445.18,54,40.61198043823242,0.0,7.347948849201202e-05,1
1783749169.0062356,2026-07-11T05:52:49.006236+00:00,2,91,54,46865,81920,390.55,51,40.61198043823242,0.0,7.347948849201202e-05,1
1783749169.0062356,2026-07-11T05:52:49.006236+00:00,3,92,29,46387,81920,309.13,52,40.61198043823242,0.0,7.347948849201202e-05,1
1783749174.0730495,2026-07-11T05:52:54.073050+00:00,0,92,71,46781,81920,305.74,50,40.611968994140625,0.0,7.396005094051361e-05,1
1783749174.0730495,2026-07-11T05:52:54.073050+00:00,1,96,38,46647,81920,341.25,55,40.611968994140625,0.0,7.396005094051361e-05,1
1783749174.0730495,2026-07-11T05:52:54.073050+00:00,2,91,55,46865,81920,299.29,49,40.611968994140625,0.0,7.396005094051361e-05,1
1783749174.0730495,2026-07-11T05:52:54.073050+00:00,3,92,70,46541,81920,303.32,52,40.611968994140625,0.0,7.396005094051361e-05,1
1783749179.131187,2026-07-11T05:52:59.131187+00:00,0,91,50,46781,81920,281.88,50,40.6119384765625,0.0,7.444433867931366e-05,1
1783749179.131187,2026-07-11T05:52:59.131187+00:00,1,90,65,46647,81920,290.46,50,40.6119384765625,0.0,7.444433867931366e-05,1
1783749179.131187,2026-07-11T05:52:59.131187+00:00,2,93,43,46865,81920,307.57,49,40.6119384765625,0.0,7.444433867931366e-05,1
1783749179.131187,2026-07-11T05:52:59.131187+00:00,3,91,71,46541,81920,330.59,53,40.6119384765625,0.0,7.444433867931366e-05,1
1783749184.207826,2026-07-11T05:53:04.207826+00:00,0,90,52,46781,81920,311.89,49,40.61193084716797,0.0,7.562246173620224e-05,1
1783749184.207826,2026-07-11T05:53:04.207826+00:00,1,0,0,46647,81920,94.03,40,40.61193084716797,0.0,7.562246173620224e-05,1
1783749184.207826,2026-07-11T05:53:04.207826+00:00,2,90,52,46865,81920,302.07,49,40.61193084716797,0.0,7.562246173620224e-05,1
1783749184.207826,2026-07-11T05:53:04.207826+00:00,3,90,32,46541,81920,414.23,58,40.61193084716797,0.0,7.562246173620224e-05,1
1783749189.2771034,2026-07-11T05:53:09.277103+00:00,0,90,55,46781,81920,268.96,52,40.6119270324707,0.0,7.637776434421539e-05,1
1783749189.2771034,2026-07-11T05:53:09.277103+00:00,1,0,0,46647,81920,70.23,35,40.6119270324707,0.0,7.637776434421539e-05,1
1783749189.2771034,2026-07-11T05:53:09.277103+00:00,2,90,66,46865,81920,289.85,48,40.6119270324707,0.0,7.637776434421539e-05,1
1783749189.2771034,2026-07-11T05:53:09.277103+00:00,3,89,65,46541,81920,280.31,51,40.6119270324707,0.0,7.637776434421539e-05,1
1783749194.3391867,2026-07-11T05:53:14.339187+00:00,0,89,57,46781,81920,258.15,46,40.61188888549805,0.0,7.713306695222855e-05,1
1783749194.3391867,2026-07-11T05:53:14.339187+00:00,1,0,0,46647,81920,69.71,34,40.61188888549805,0.0,7.713306695222855e-05,1
1783749194.3391867,2026-07-11T05:53:14.339187+00:00,2,0,0,46865,81920,72.04,35,40.61188888549805,0.0,7.713306695222855e-05,1
1783749194.3391867,2026-07-11T05:53:14.339187+00:00,3,0,0,46541,81920,71.33,39,40.61188888549805,0.0,7.713306695222855e-05,1
1783749199.4027097,2026-07-11T05:53:19.402710+00:00,0,0,0,5381,81920,92.18,37,40.61188507080078,0.0,8.274614810943604e-05,1
1783749199.4027097,2026-07-11T05:53:19.402710+00:00,1,0,0,5489,81920,89.69,34,40.61188507080078,0.0,8.274614810943604e-05,1
1783749199.4027097,2026-07-11T05:53:19.402710+00:00,2,0,0,5489,81920,90.26,34,40.61188507080078,0.0,8.274614810943604e-05,1
1783749199.4027097,2026-07-11T05:53:19.402710+00:00,3,0,0,5393,81920,91.05,38,40.61188507080078,0.0,8.274614810943604e-05,1
1783749204.4581122,2026-07-11T05:53:24.458112+00:00,0,85,49,46069,81920,238.73,41,40.611846923828125,0.0,0.00010415446013212204,1
1783749204.4581122,2026-07-11T05:53:24.458112+00:00,1,88,53,46141,81920,256.42,41,40.611846923828125,0.0,0.00010415446013212204,1
1783749204.4581122,2026-07-11T05:53:24.458112+00:00,2,87,51,46105,81920,239.94,40,40.611846923828125,0.0,0.00010415446013212204,1
1783749204.4581122,2026-07-11T05:53:24.458112+00:00,3,87,51,46081,81920,241.36,43,40.611846923828125,0.0,0.00010415446013212204,1
1783749209.5251036,2026-07-11T05:53:29.525104+00:00,0,87,54,46069,81920,249.71,42,40.611846923828125,0.0,0.00010464247316122055,1
1783749209.5251036,2026-07-11T05:53:29.525104+00:00,1,87,53,46141,81920,245.94,45,40.611846923828125,0.0,0.00010464247316122055,1
1783749209.5251036,2026-07-11T05:53:29.525104+00:00,2,84,48,46105,81920,248.18,42,40.611846923828125,0.0,0.00010464247316122055,1
1783749209.5251036,2026-07-11T05:53:29.525104+00:00,3,86,51,46081,81920,247.81,45,40.611846923828125,0.0,0.00010464247316122055,1
